income,education_years,land_owned,age,employment_years,has_collateral,num_dependents,credit_score,district,gender,caste,loan_approved
22029,14,1.3325,50,17,0,1,568,Delhi,1,0,0
155518,6,6.39,21,27,0,0,565,Pune,0,0,1
52549,4,0.953,40,0,0,0,490,Jaipur,1,1,0
73919,2,0.404,28,9,0,5,418,Hyderabad,0,1,0
43131,1,1.236,69,17,1,6,429,Hyderabad,0,1,0
25789,1,6.11,26,14,0,7,590,Hyderabad,0,0,0
40297,0,0.9640000000000001,47,24,0,2,542,Chennai,1,1,0
29191,6,0.096,25,0,1,0,78,Kolkata,1,1,0
38368,0,0.09200000000000001,57,36,0,4,700,Bhopal,0,1,0
43716,5,0.14,22,31,0,7,569,Bhopal,1,0,0
16857,0,0.052000000000000005,29,13,0,3,143,Mumbai,1,1,0
11268,5,3.632,18,21,0,1,299,Bhopal,0,1,0
77140,6,2.8840000000000003,32,21,0,8,355,Lucknow,0,1,0
29593,5,0.677,42,6,0,8,69,Hyderabad,1,1,0
22118,9,2.092,35,16,0,2,382,Pune,0,1,0
74201,7,7.82,55,27,1,6,479,Mumbai,0,0,0
25995,10,0.39,59,13,0,0,229,Pune,1,0,0
64853,11,0.98,63,12,0,7,543,Mumbai,1,0,0
104469,5,1.225,70,8,1,7,622,Pune,1,0,0
61197,16,1.1,43,4,0,2,705,Hyderabad,0,0,0
91476,9,1.6800000000000002,57,17,0,4,270,Lucknow,0,1,0
93380,9,0.7925,20,8,1,3,413,Lucknow,1,0,0
96556,7,0.09,39,0,0,6,512,Delhi,1,0,0
56489,4,0.548,43,6,0,6,216,Hyderabad,0,1,0
79131,0,1.91,36,16,0,7,636,Jaipur,1,0,0
43689,4,0.045,61,28,1,4,435,Lucknow,1,0,0
55631,5,9.34,61,39,0,4,471,Mumbai,0,0,0
144038,14,0.86,64,39,0,7,705,Delhi,0,0,1
12548,0,0.799,56,0,1,4,261,Kolkata,1,1,0
28518,0,0.899,53,10,1,0,483,Hyderabad,1,1,0
141108,17,9.41,38,8,0,2,326,Hyderabad,0,0,1
29382,12,8.67,58,22,0,1,794,Chennai,0,0,1
64539,6,1.152,65,30,0,4,234,Delhi,0,1,0
116195,13,3.33,43,31,0,7,548,Mumbai,0,0,1
53563,7,0.427,30,22,0,8,272,Hyderabad,1,1,0
23145,14,0.5559999999999999,53,16,0,8,438,Hyderabad,0,1,0
162550,14,0.22,41,38,1,0,490,Delhi,0,0,1
102155,2,2.1725,58,13,0,0,565,Hyderabad,1,0,0
49875,1,1.385,43,26,1,0,621,Delhi,1,0,0
76842,13,1.5225,38,21,0,0,512,Patna,1,0,0
145330,0,9.27,35,39,1,8,707,Kolkata,0,0,1
47473,0,1.6625,32,28,0,0,228,Pune,1,0,0
92834,13,6.91,32,25,1,6,402,Bhopal,0,0,0
141205,1,7.87,23,5,1,5,525,Pune,0,0,1
16034,9,0.29,60,25,0,8,472,Pune,1,0,0
91325,2,3.6,48,31,1,8,459,Kolkata,0,0,0
56867,0,0.968,45,16,0,3,403,Hyderabad,1,1,0
38674,0,2.3075,25,4,0,8,443,Bhopal,1,0,0
146886,15,8.84,46,37,0,5,444,Hyderabad,0,0,1
84521,11,1.8079999999999998,38,37,0,4,644,Lucknow,0,1,0
59200,2,3.4280000000000004,34,1,0,8,311,Lucknow,0,1,0
58010,6,0.12,66,0,0,6,212,Pune,1,0,0
53093,2,0.149,41,2,0,8,272,Patna,1,1,0
48575,0,1.035,67,2,1,4,653,Delhi,1,0,0
91575,15,1.9320000000000002,53,23,0,3,373,Jaipur,0,1,0
44607,7,0.264,48,5,0,2,169,Patna,1,1,0
11571,4,0.35600000000000004,64,21,0,4,459,Jaipur,1,1,0
88770,11,0.4075,51,31,0,8,130,Patna,1,0,0
69388,0,1.956,19,34,0,2,360,Kolkata,0,1,0
27498,5,3.176,59,20,0,0,411,Mumbai,0,1,0
120891,8,2.644,20,4,0,1,208,Delhi,0,1,0
18668,7,0.10800000000000001,47,29,0,4,531,Chennai,1,1,0
26911,4,0.488,25,0,0,2,4,Hyderabad,1,1,0
44218,7,2.7920000000000003,69,39,0,5,725,Delhi,0,1,0
119263,14,5.3,24,36,0,7,439,Pune,0,0,0
8319,6,0.98,29,25,0,5,147,Patna,1,0,0
37030,11,1.555,36,2,1,8,217,Jaipur,1,0,0
15240,4,0.969,43,27,0,5,261,Hyderabad,1,1,0
81214,6,0.38,45,10,0,4,198,Delhi,0,1,0
45614,14,1.56,32,8,0,3,191,Pune,0,1,0
190399,2,4.07,31,5,1,1,836,Delhi,0,0,1
97414,2,2.308,65,33,0,5,704,Mumbai,0,1,0
69338,10,0.15200000000000002,31,28,0,1,464,Mumbai,1,1,0
57124,3,0.17700000000000002,20,23,0,4,258,Pune,1,1,0
17717,3,0.28500000000000003,67,3,0,0,23,Patna,1,1,0
59532,8,3.8240000000000003,46,31,0,2,187,Kolkata,0,1,0
24125,7,2.936,23,16,0,4,407,Jaipur,0,1,0
100273,2,1.655,66,0,0,6,495,Pune,1,0,0
147717,0,8.17,40,32,0,7,422,Mumbai,0,0,1
193595,18,1.28,45,8,1,6,389,Hyderabad,0,0,1
49722,0,0.859,31,25,0,6,455,Patna,1,1,0
132718,18,5.95,31,38,0,1,523,Bhopal,0,0,1
22266,13,1.34,37,29,0,5,436,Hyderabad,0,1,0
41168,1,0.8160000000000001,30,11,0,4,514,Jaipur,1,1,0
109584,0,2.0075,44,30,0,8,267,Pune,1,0,0
65601,8,0.8460000000000001,52,14,0,3,386,Pune,1,1,0
185354,19,1.16,62,40,0,6,737,Mumbai,0,0,1
74095,10,2.4225,19,26,0,7,156,Kolkata,1,0,0
45784,0,2.4,58,14,0,5,225,Mumbai,1,0,0
102547,0,1.428,62,38,0,2,411,Mumbai,0,1,0
46321,0,0.264,57,22,1,4,325,Bhopal,0,1,0
25934,0,0.167,65,28,0,0,16,Kolkata,1,1,0
29823,1,2.4825,41,14,1,7,278,Kolkata,1,0,0
112945,15,5.63,46,38,1,1,581,Lucknow,0,0,1
28224,5,3.57,20,27,0,6,577,Kolkata,0,0,0
36229,8,1.152,62,18,0,8,304,Hyderabad,0,1,0
61211,5,0.257,21,21,0,0,419,Hyderabad,1,1,0
51175,11,2.656,67,20,0,3,499,Chennai,0,1,0
69984,0,0.41900000000000004,19,15,0,6,481,Jaipur,1,1,0
85056,6,2.4125,37,12,0,8,443,Lucknow,1,0,0
8247,3,0.684,70,17,0,1,394,Chennai,1,1,0
91754,3,3.168,32,35,0,1,365,Kolkata,0,1,0
23666,11,2.93,66,25,1,5,765,Delhi,0,0,0
26011,10,0.07900000000000001,49,24,0,2,56,Hyderabad,1,1,0
18363,0,0.488,59,27,0,3,457,Lucknow,1,1,0
152855,20,3.15,18,3,1,2,507,Patna,0,0,1
20346,0,0.202,55,0,0,0,73,Lucknow,1,1,0
142738,0,9.53,52,7,1,5,783,Hyderabad,0,0,1
29502,0,0.44400000000000006,68,0,0,1,84,Jaipur,1,1,0
191837,18,1.75,24,28,1,1,313,Bhopal,0,0,1
12496,0,0.199,62,14,1,6,48,Pune,1,1,0
33682,4,0.7025,30,0,0,4,545,Bhopal,1,0,0
48622,2,0.9990000000000001,66,27,0,7,358,Patna,1,1,0
119093,6,1.072,18,20,0,1,421,Delhi,0,1,0
109270,17,3.29,31,21,0,7,352,Chennai,0,0,0
19757,14,6.59,46,8,1,6,368,Kolkata,0,0,0
18753,0,0.735,20,25,0,7,175,Hyderabad,1,0,0
55936,10,0.21600000000000003,63,17,0,2,455,Bhopal,1,1,0
162313,6,1.59,41,0,1,7,554,Bhopal,0,0,0
77279,8,1.252,18,35,1,5,184,Mumbai,0,1,0
173768,11,1.06,65,4,1,1,351,Lucknow,0,0,0
30559,7,0.019000000000000003,27,32,0,5,328,Chennai,1,1,0
39755,14,3.2200000000000006,30,21,0,4,277,Jaipur,0,1,0
34816,14,1.38,53,3,0,2,460,Kolkata,0,0,0
70038,0,0.776,26,0,1,0,405,Jaipur,1,1,0
67853,18,7.98,31,15,0,6,626,Kolkata,0,0,0
170989,9,5.38,53,15,0,1,542,Chennai,0,0,1
111731,6,3.1,27,21,1,0,803,Mumbai,0,0,1
108964,13,0.58,57,0,0,0,546,Kolkata,0,1,0
50584,11,2.9480000000000004,40,14,1,6,621,Patna,0,1,0
59658,9,0.601,52,15,0,0,153,Mumbai,1,1,0
10893,1,2.62,24,3,0,8,413,Lucknow,0,1,0
188021,8,0.09,59,17,0,5,632,Delhi,0,0,1
69793,16,3.7119999999999997,52,16,0,3,674,Delhi,0,1,1
148554,12,0.66,19,6,0,3,414,Pune,0,0,0
14100,10,0.367,32,1,0,4,368,Lucknow,1,1,0
116864,3,1.612,26,0,0,1,512,Delhi,0,1,0
38788,5,0.001,64,0,0,4,129,Kolkata,1,1,0
11101,8,1.988,34,21,0,1,357,Pune,0,1,0
148789,12,7.53,56,31,1,3,394,Mumbai,0,0,1
48539,12,3.2920000000000003,69,28,1,4,496,Lucknow,0,1,0
95713,13,2.1975,35,26,0,5,220,Kolkata,1,0,0
188532,4,4.88,32,16,0,5,495,Bhopal,0,0,1
68508,16,2.524,35,11,0,8,387,Delhi,0,1,0
57100,12,0.32000000000000006,41,23,0,3,652,Patna,0,1,0
108607,8,4.88,40,29,0,4,307,Delhi,0,0,0
106938,0,0.6200000000000001,29,29,0,5,315,Delhi,0,1,0
64209,7,0.37000000000000005,40,11,0,3,260,Kolkata,1,1,0
79077,8,3.29,38,6,1,5,446,Delhi,0,0,0
19039,0,0.42400000000000004,43,29,1,1,457,Pune,1,1,0
69488,0,0.572,25,0,0,6,437,Jaipur,1,1,0
62539,0,0.903,47,21,1,2,412,Lucknow,1,1,0
152717,5,3.94,51,11,1,3,799,Bhopal,0,0,1
74124,6,2.4525,19,22,0,8,351,Bhopal,1,0,0
53000,10,7.59,22,17,0,4,400,Mumbai,0,0,0
14920,3,0.511,48,0,0,8,146,Kolkata,1,1,0
17215,0,2.5760000000000005,50,32,1,5,686,Lucknow,0,1,0
53565,7,1.02,21,10,1,7,403,Hyderabad,0,0,0
111536,0,3.38,23,33,0,4,515,Hyderabad,0,1,0
134614,20,5.82,40,15,1,4,745,Chennai,0,0,1
80155,2,9.86,62,34,1,2,743,Lucknow,0,0,1
24126,0,0.6360000000000001,36,24,0,6,117,Kolkata,1,1,0
144948,18,8.34,60,20,0,1,816,Hyderabad,0,0,1
9774,7,0.8,62,11,0,2,530,Lucknow,1,1,0
36273,12,1.3800000000000001,25,7,1,1,267,Jaipur,0,1,0
41450,15,1.04,56,25,0,7,655,Hyderabad,0,1,0
93623,12,4.3,30,32,0,3,784,Lucknow,0,0,1
76815,0,1.868,18,25,0,7,474,Bhopal,0,1,0
94916,0,0.96,23,36,0,7,560,Pune,0,1,0
58908,0,3.58,24,29,0,7,462,Kolkata,0,1,0
88395,8,2.172,65,30,0,7,335,Delhi,0,1,0
198675,16,9.78,44,32,0,7,479,Bhopal,0,0,1
141944,10,8.1,32,10,1,8,386,Jaipur,0,0,0
43238,0,0.5559999999999999,69,32,0,1,405,Kolkata,1,1,0
14799,5,0.9470000000000001,51,0,0,8,495,Chennai,1,1,0
78747,0,1.2625,40,0,0,7,386,Pune,1,0,0
80973,14,3.548,65,12,1,0,243,Kolkata,0,1,0
45010,8,0.35800000000000004,66,9,1,4,118,Lucknow,1,1,0
45678,15,3.79,41,25,1,1,640,Jaipur,0,0,0
91218,18,4.18,32,24,0,4,612,Chennai,0,0,1
50849,4,2.188,52,13,0,7,342,Patna,0,1,0
48980,0,1.3825,21,0,0,8,624,Delhi,1,0,0
97653,3,1.24,61,0,0,8,412,Lucknow,1,0,0
56717,14,1.2240000000000002,54,3,1,0,556,Pune,0,1,0
35740,0,3.708,34,11,0,6,721,Delhi,0,1,0
93627,0,1.4725,48,2,0,7,520,Delhi,1,0,0
35962,5,0.40800000000000003,55,0,0,2,399,Jaipur,1,1,0
41597,1,0.651,27,0,0,5,398,Kolkata,1,1,0
43960,1,1.92,67,1,0,2,606,Bhopal,1,0,0
31640,7,0.961,44,18,0,8,514,Mumbai,1,1,0
27451,0,1.25,59,0,1,2,143,Kolkata,1,0,0
56169,6,0.28,23,6,0,1,178,Bhopal,1,0,0
63596,0,0.44100000000000006,23,22,0,8,239,Bhopal,1,1,0
70649,14,1.1975,69,13,0,7,430,Pune,1,0,0
64647,1,3.5880000000000005,32,5,0,7,500,Chennai,0,1,0
17663,4,1.58,21,32,0,1,660,Kolkata,0,1,0
87252,11,3.812,65,28,1,5,593,Chennai,0,1,0
45351,6,1.94,57,20,0,4,501,Mumbai,0,1,0
78186,0,2.435,24,21,0,1,521,Kolkata,1,0,0
88595,5,0.032,68,20,1,4,238,Hyderabad,0,1,0
101925,9,8.99,66,35,1,3,352,Jaipur,0,0,0
52882,15,3.724,70,21,0,8,243,Kolkata,0,1,0
58414,7,0.961,62,11,0,0,118,Delhi,1,1,0
34131,13,0.0325,64,13,0,5,405,Lucknow,1,0,0
11632,2,0.43,43,31,0,6,137,Mumbai,1,0,0
12626,10,2.616,48,10,0,5,184,Jaipur,0,1,0
31032,3,0.25,19,30,1,4,691,Patna,0,0,0
17198,7,0.64,45,39,1,3,459,Delhi,0,0,0
199466,8,2.21,59,12,0,4,441,Lucknow,0,0,1
59398,2,0.512,30,9,0,8,396,Kolkata,1,1,0
65169,0,0.546,35,13,0,4,17,Chennai,1,1,0
122164,0,0.136,47,16,0,7,293,Patna,0,1,0
159931,16,1.7,28,37,1,6,833,Lucknow,0,0,1
70259,5,0.5,30,16,0,3,531,Chennai,1,1,0
115369,10,2.3760000000000003,68,31,0,4,640,Bhopal,0,1,1
73625,0,0.37,41,6,0,6,405,Kolkata,1,0,0
55332,9,0.399,46,4,0,5,4,Chennai,1,1,0
67549,0,0.9039999999999999,22,17,0,2,128,Lucknow,1,1,0
24853,0,3.9960000000000004,52,10,0,2,678,Lucknow,0,1,0
56625,13,2.4675,36,4,0,1,395,Hyderabad,1,0,0
118145,14,8.82,30,32,1,2,382,Patna,0,0,1
104929,13,1.58,22,36,0,0,297,Lucknow,0,1,0
39293,4,0.687,61,29,0,8,28,Jaipur,1,1,0
117870,1,4.17,31,0,0,1,657,Chennai,0,0,0
131243,12,6.49,55,38,0,2,456,Kolkata,0,0,1
16277,0,0.7725,39,18,0,4,150,Bhopal,1,0,0
116768,5,2.424,26,35,0,3,465,Jaipur,0,1,0
95778,8,2.096,66,31,1,4,515,Hyderabad,0,1,0
126496,9,0.24,57,40,0,5,612,Bhopal,0,0,1
145273,8,7.91,43,14,0,4,422,Bhopal,0,0,1
99550,3,0.048,62,30,0,0,550,Patna,0,1,0
135674,2,2.93,22,5,0,5,613,Patna,0,0,0
87949,11,0.024,46,24,1,8,207,Lucknow,0,1,0
163843,13,3.76,39,17,0,2,454,Patna,0,0,1
114430,4,0.252,66,21,0,1,409,Delhi,0,1,0
191720,20,9.14,20,30,0,5,848,Pune,0,0,1
69482,0,0.41600000000000004,45,27,0,2,5,Lucknow,1,1,0
34063,2,4.59,55,8,0,3,772,Patna,0,0,0
29544,0,0.35000000000000003,31,0,0,5,317,Hyderabad,1,1,0
68310,5,2.5120000000000005,64,32,0,5,404,Kolkata,0,1,0
119386,8,3.136,31,26,0,1,212,Bhopal,0,1,0
197992,3,6.48,60,0,1,2,388,Delhi,0,0,1
62419,2,0.7480000000000001,28,0,0,8,333,Kolkata,1,1,0
33120,7,3.6240000000000006,26,4,0,1,219,Kolkata,0,1,0
27856,0,3.4560000000000004,55,14,0,2,554,Mumbai,0,1,0
17573,9,6.74,64,8,1,8,597,Chennai,0,0,0
50367,8,2.15,61,27,1,3,692,Chennai,0,0,0
63034,13,1.595,23,4,0,0,137,Hyderabad,1,0,0
49253,2,2.024,18,23,1,1,706,Lucknow,0,1,0
21313,0,1.7925,42,1,0,2,251,Mumbai,1,0,0
45518,2,3.3320000000000003,33,21,1,8,469,Hyderabad,0,1,0
163757,7,7.43,69,38,0,8,508,Bhopal,0,0,1
79905,0,2.1175,32,13,0,5,446,Jaipur,1,0,0
36681,14,0.16,51,28,0,5,622,Jaipur,1,0,0
85630,9,0.128,34,38,0,2,458,Mumbai,0,1,0
25368,8,0.259,20,11,0,4,381,Chennai,1,1,0
141678,4,9.01,20,9,0,3,608,Jaipur,0,0,1
89532,17,8.24,54,9,1,8,576,Chennai,0,0,0
63046,15,2.732,34,25,0,8,255,Lucknow,0,1,0
25429,1,0.7010000000000001,66,16,0,0,297,Pune,1,1,0
27265,6,0.727,69,19,0,7,377,Kolkata,1,1,0
119804,8,3.7720000000000002,55,12,0,8,612,Bhopal,0,1,1
46653,1,8.32,18,14,1,4,411,Mumbai,0,0,0
172729,12,6.23,24,5,0,3,371,Chennai,0,0,0
102313,0,1.665,43,3,0,3,436,Patna,1,0,0
60149,0,0.21400000000000002,64,10,0,1,20,Kolkata,1,1,0
88938,1,2.628,56,31,0,8,367,Patna,0,1,0
143377,2,4.25,36,10,0,4,420,Jaipur,0,0,0
9142,0,0.3825,69,29,0,2,461,Pune,1,0,0
35065,11,2.015,47,24,0,5,423,Pune,1,0,0
30694,4,1.275,60,0,0,8,566,Lucknow,1,0,0
17448,13,2.4425,31,6,1,8,615,Bhopal,1,0,0
43046,0,1.128,30,35,0,4,700,Jaipur,0,1,0
52900,12,1.2025,37,0,1,7,304,Chennai,1,0,0
15873,8,0.44800000000000006,43,6,0,3,331,Kolkata,1,1,0
12520,10,0.484,44,9,1,4,529,Delhi,0,1,0
68961,5,0.426,42,8,0,6,319,Pune,1,1,0
34608,2,0.72,26,25,1,6,656,Patna,1,0,0
57968,0,0.6400000000000001,58,23,0,6,591,Bhopal,0,1,0
157736,14,2.82,65,9,0,7,455,Chennai,0,0,1
50737,11,2.33,29,29,1,4,832,Patna,0,0,1
75615,0,2.936,27,2,0,0,681,Kolkata,0,1,0
57509,7,0.0775,23,28,0,8,605,Kolkata,1,0,0
114039,12,2.468,67,2,1,8,333,Jaipur,0,1,0
182469,18,7.61,51,39,0,6,367,Hyderabad,0,0,1
78966,0,1.2025,69,0,0,5,611,Patna,1,0,0
75641,0,3.728,58,27,0,4,220,Chennai,0,1,0
34910,2,2.8320000000000003,36,13,0,4,706,Kolkata,0,1,0
165322,18,7.48,23,38,1,2,468,Jaipur,0,0,1
12931,6,0.197,19,2,0,0,111,Jaipur,1,1,0
9493,5,0.777,32,0,0,5,462,Lucknow,1,1,0
37551,8,2.08,34,28,1,7,171,Delhi,1,0,0
25915,0,0.361,33,0,0,1,254,Hyderabad,1,1,0
129398,14,0.852,45,11,0,7,337,Mumbai,0,1,0
57529,1,0.9625,38,6,0,7,419,Kolkata,1,0,0
61072,7,0.7400000000000001,25,10,1,7,426,Chennai,1,1,0
26046,15,4.18,27,27,1,2,606,Chennai,0,0,0
46839,9,0.7370000000000001,27,0,0,7,98,Pune,1,1,0
96162,12,0.285,67,31,0,3,240,Lucknow,1,0,0
71275,0,0.806,27,0,0,2,29,Lucknow,1,1,0
93072,10,0.6325,26,21,0,8,349,Lucknow,1,0,0
10919,6,0.6225,45,9,0,7,373,Chennai,1,0,0
135900,12,5.9,41,23,1,1,703,Hyderabad,0,0,1
109111,2,0.27999999999999997,36,5,0,7,673,Jaipur,0,1,0
74129,9,0.26,50,3,0,2,330,Patna,0,0,0
71021,0,0.6525,21,0,0,5,281,Bhopal,1,0,0
115738,0,2.152,20,5,0,4,611,Delhi,0,1,0
161922,5,9.08,59,25,0,7,455,Kolkata,0,0,1
87001,11,2.115,29,29,0,8,442,Lucknow,1,0,0
136789,5,4.9,35,10,0,6,490,Hyderabad,0,0,0
170130,16,0.37,40,28,1,5,475,Chennai,0,0,1
68458,3,0.535,37,11,0,5,516,Jaipur,1,1,0
35028,6,2.8200000000000003,23,9,0,0,703,Bhopal,0,1,0
52661,14,1.356,70,25,1,4,518,Chennai,0,1,0
106356,0,0.2775,51,18,1,7,438,Jaipur,1,0,0
63989,0,0.279,59,5,0,5,110,Hyderabad,1,1,0
81177,4,1.93,19,27,0,0,592,Hyderabad,1,0,0
63483,0,0.8775,47,3,0,4,136,Jaipur,1,0,0
10741,3,0.8119999999999999,26,14,0,4,219,Pune,1,1,0
99650,12,0.8,44,12,1,2,606,Delhi,1,0,0
101186,9,0.41,59,0,0,7,424,Chennai,1,0,0
45442,16,1.7440000000000002,51,38,0,8,696,Chennai,0,1,0
17520,0,0.45199999999999996,57,0,0,5,128,Kolkata,1,1,0
80372,1,0.04,41,15,0,5,143,Pune,1,0,0
98559,18,1.17,66,30,0,1,840,Bhopal,0,0,1
38685,13,0.4625,34,16,0,1,251,Hyderabad,1,0,0
69088,9,0.285,46,8,0,5,440,Lucknow,1,0,0
10134,0,0.342,53,20,0,7,496,Patna,1,1,0
25580,4,3.8600000000000003,67,2,0,1,561,Jaipur,0,1,0
60186,12,5.09,29,20,0,8,515,Chennai,0,0,0
28044,0,2.5120000000000005,48,7,0,8,722,Hyderabad,0,1,0
180092,7,3.56,66,13,0,3,310,Patna,0,0,1
36151,0,0.323,26,30,0,3,81,Delhi,1,1,0
23127,0,0.09200000000000001,36,15,1,3,335,Hyderabad,0,1,0
103929,2,5.0,63,17,0,4,465,Chennai,0,0,0
24733,8,1.936,63,30,0,7,387,Hyderabad,0,1,0
36560,1,0.395,34,2,0,1,143,Patna,1,0,0
69386,2,3.056,19,37,0,4,511,Delhi,0,1,0
50405,0,0.493,57,11,0,1,518,Bhopal,1,1,0
46544,9,0.8475,22,0,0,7,630,Jaipur,1,0,0
7850,0,0.147,56,11,0,0,240,Hyderabad,1,1,0
118198,2,2.2079999999999997,65,30,0,6,360,Kolkata,0,1,0
92175,5,1.8825,33,11,0,2,412,Pune,1,0,0
69910,0,0.282,34,2,0,3,82,Jaipur,1,1,0
33415,6,0.876,44,0,0,7,269,Hyderabad,0,1,0
109006,9,5.22,24,17,0,2,738,Jaipur,0,0,1
39673,14,0.3875,69,30,0,6,662,Hyderabad,1,0,0
59545,0,0.667,25,24,0,0,192,Mumbai,1,1,0
52700,7,0.605,25,27,0,8,487,Kolkata,1,1,0
104882,0,0.2175,40,9,0,5,468,Chennai,1,0,0
57929,0,0.0925,49,22,0,2,208,Kolkata,1,0,0
95166,4,2.4800000000000004,60,34,1,6,302,Delhi,0,1,0
56601,6,0.294,64,30,0,4,373,Mumbai,1,1,0
108862,0,0.215,35,29,0,7,166,Kolkata,1,0,0
17123,11,3.036,55,14,0,7,612,Patna,0,1,0
52846,0,0.31400000000000006,29,0,1,8,145,Kolkata,1,1,0
45626,9,1.15,32,0,0,5,122,Pune,1,0,0
43050,0,0.23700000000000002,45,31,0,3,529,Hyderabad,1,1,0
47484,15,2.508,55,21,0,1,493,Delhi,0,1,0
89082,8,0.7525,67,0,0,2,446,Bhopal,1,0,0
60095,0,3.872,48,12,1,4,260,Chennai,0,1,0
68640,15,2.8120000000000003,69,23,0,7,332,Hyderabad,0,1,0
137732,13,1.37,26,20,0,1,701,Bhopal,0,0,1
95703,9,1.0425,25,0,0,4,607,Bhopal,1,0,0
52641,16,3.85,63,6,1,8,366,Hyderabad,0,0,0
15984,9,0.534,36,3,0,1,88,Kolkata,1,1,0
30509,7,0.8420000000000001,68,4,0,7,134,Pune,1,1,0
79232,13,2.3320000000000003,25,15,0,2,381,Lucknow,0,1,0
56575,3,0.062,51,0,0,7,427,Mumbai,1,1,0
102833,17,6.55,21,13,1,3,478,Lucknow,0,0,0
71276,14,0.08,48,30,1,3,638,Chennai,0,0,0
18997,8,1.95,55,27,0,6,198,Jaipur,1,0,0
39130,0,0.667,20,28,1,4,532,Jaipur,1,1,0
32897,8,0.7725,52,32,0,3,497,Jaipur,1,0,0
65518,7,0.292,36,26,0,6,164,Patna,1,1,0
55373,0,0.798,60,1,1,2,539,Mumbai,1,1,0
25395,3,3.132,46,16,0,8,334,Hyderabad,0,1,0
86456,8,0.88,27,21,0,4,242,Bhopal,1,0,0
34162,0,0.29900000000000004,29,0,0,2,201,Lucknow,1,1,0
20300,4,0.5599999999999999,63,9,0,1,39,Hyderabad,1,1,0
152809,12,0.08,47,18,0,6,468,Kolkata,0,0,0
51062,8,0.83,47,14,1,6,369,Mumbai,0,0,0
43271,0,0.504,35,38,0,4,509,Kolkata,0,1,0
14482,0,0.18500000000000003,41,13,0,3,439,Patna,1,1,0
22376,15,2.048,49,38,0,1,578,Chennai,0,1,0
52265,16,9.92,26,29,0,1,792,Mumbai,0,0,1
90157,6,1.6325,64,11,0,6,473,Mumbai,1,0,0
44632,0,0.1525,41,23,0,6,447,Bhopal,1,0,0
56271,0,1.315,43,16,0,3,617,Pune,1,0,0
104613,14,4.97,20,22,0,3,718,Jaipur,0,0,1
58441,7,0.576,40,4,0,3,682,Bhopal,0,1,0
43793,9,3.6799999999999997,28,40,1,1,718,Lucknow,0,1,0
48915,0,0.44100000000000006,27,21,0,8,344,Lucknow,1,1,0
18030,7,0.995,67,30,0,0,376,Lucknow,1,1,0
111443,6,4.2,53,26,0,7,594,Lucknow,0,0,1
149055,5,6.08,30,36,1,5,587,Bhopal,0,0,1
108377,9,0.42000000000000004,46,6,0,6,433,Delhi,0,1,0
13767,0,0.454,55,0,0,4,433,Chennai,1,1,0
102888,0,0.5975,70,6,0,5,620,Delhi,1,0,0
70896,12,3.344,30,7,0,5,264,Bhopal,0,1,0
7736,0,0.784,43,0,0,8,520,Mumbai,1,1,0
32750,7,2.06,37,2,0,3,632,Lucknow,1,0,0
24889,9,0.7240000000000001,22,13,0,4,515,Jaipur,1,1,0
161389,20,8.33,37,33,1,3,815,Delhi,0,0,1
84895,16,0.8039999999999999,31,34,0,0,676,Jaipur,0,1,1
8066,0,0.45199999999999996,62,4,0,5,161,Hyderabad,1,1,0
61996,0,0.6920000000000001,31,2,0,4,526,Chennai,1,1,0
128824,15,6.37,25,31,1,3,664,Lucknow,0,0,1
94273,17,7.16,65,14,0,5,843,Kolkata,0,0,1
89859,16,2.24,30,37,0,4,724,Delhi,0,0,1
125017,10,0.98,41,0,1,2,663,Lucknow,0,0,0
76239,10,2.2925,32,15,0,1,227,Delhi,1,0,0
198465,15,5.6,68,39,1,5,313,Kolkata,0,0,1
91221,0,0.6160000000000001,18,21,0,3,202,Hyderabad,0,1,0
28879,0,3.172,39,2,0,2,500,Pune,0,1,0
27812,16,3.66,51,13,0,7,689,Lucknow,0,1,0
126499,2,0.68,67,1,1,8,220,Lucknow,0,1,0
87995,0,2.0425,68,23,0,6,423,Chennai,1,0,0
30153,0,0.933,57,29,0,1,414,Bhopal,1,1,0
61117,10,2.345,20,24,0,7,569,Delhi,1,0,0
35733,2,3.6560000000000006,43,5,1,4,573,Kolkata,0,1,0
79500,0,2.184,31,40,0,6,544,Patna,0,1,0
17254,0,0.89,58,30,0,4,548,Kolkata,1,0,0
60084,19,0.07,25,24,1,1,451,Mumbai,0,0,0
114205,11,0.244,66,33,0,3,438,Jaipur,0,1,0
197256,18,4.29,33,10,0,4,522,Delhi,0,0,1
76916,8,3.99,59,36,0,5,565,Chennai,0,0,1
57831,0,0.7400000000000001,38,40,0,4,409,Hyderabad,0,1,0
27984,7,3.95,27,6,1,0,738,Patna,0,0,0
26421,2,0.4375,42,13,0,0,269,Jaipur,1,0,0
100431,4,8.49,55,38,0,2,756,Mumbai,0,0,1
35282,0,0.298,39,1,1,8,135,Hyderabad,1,1,0
73606,1,5.99,66,20,0,1,698,Mumbai,0,0,0
156688,8,5.03,65,5,0,4,442,Lucknow,0,0,0
117665,10,0.52,64,0,0,8,369,Delhi,0,0,0
78242,0,3.7680000000000002,63,33,1,6,233,Pune,0,1,0
70121,0,0.527,21,5,0,7,402,Lucknow,1,1,0
25723,1,1.3,21,35,0,1,206,Chennai,0,1,0
82226,7,0.395,47,18,0,4,418,Kolkata,1,0,0
