economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig,year
Nepal,NPL,South Asia,20742576.0,172915534,0.702415032361957,1,51.0,1,2,1.0,1.0,1,1,0.0,3.0,2.0,2,,,3.0,3.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,2,2,2,,1,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,0,4,4,4,4.0,2,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,156024893,1.32642567656662,2,74.0,1,5,2.0,1.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,8,,,1.0,1.0,,,2.0,,,,1,1.0,2.0,1.0,,,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,1,1,1,1,1.0,2.0,,0,0,4,2,4,4.0,1,1.0,1,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,132822247,0.691005813730608,2,36.0,3,2,1.0,1.0,1,1,1.0,1.0,2.0,2,,,1.0,1.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,,,1,1,2,,,,1,1,2.0,1.0,1,1,1,2.0,1,3.0,3.0,1.0,1.0,,,1.0,1.0,,,1,2.0,1.0,2.0,,,1,2.0,2.0,2.0,1.0,,,1,2,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,2,2,3,3,2.0,2.0,,1,1,2,1,4,2.0,1,1.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,144210920,0.393611510751525,2,45.0,3,4,1.0,1.0,1,1,0.0,1.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,1,1,1,,2,3.0,3.0,1.0,1.0,,,2.0,,,,1,1.0,2.0,1.0,,,1,1.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,1,2,1,4.0,2.0,,1,1,1,4,4,4.0,1,1.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,121431210,0.263544210014897,1,45.0,2,5,2.0,2.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,2,2,2,,1,3.0,3.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,1,0,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,128005526,0.386464534469009,2,20.0,2,5,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2.0,2,2,2,,2,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,2,2,2,2.0,2.0,,1,0,2,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,193512498,0.379539208289501,1,18.0,2,5,1.0,2.0,1,1,0.0,1.0,3.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,1,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,2,1,1,2.0,2.0,,0,1,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,118515032,0.263544210014897,2,42.0,2,2,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,1,2,,5,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,1,1,4.0,1.0,,0,1,4,4,4,2.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,139764038,0.933211564040195,2,36.0,1,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,2,,5,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,2,1,3,3,2.0,2.0,,0,1,4,4,4,2.0,2,2.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,116559853,2.12887223484914,2,28.0,1,2,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,2,2,2.0,2.0,,0,0,4,4,4,2.0,2,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,111867258,0.394534057303257,1,25.0,3,5,2.0,1.0,1,1,0.0,2.0,1.0,2,,,2.0,1.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,3.0,3.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,0,0,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,206938201,1.03823007195571,2,42.0,1,2,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,5,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,2,2.0,3.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,149773751,0.432577034554369,1,51.0,1,5,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1.0,2,2,2,2.0,1,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,3,3,3,2,,1.0,,1,0,4,4,4,2.0,2,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,153320855,0.452922480377279,2,55.0,1,4,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,7,,,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,173582882,0.460858907753488,2,40.0,2,4,1.0,1.0,1,1,0.0,2.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,2,1,1,2.0,2,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1,2.0,2.0,,,1.0,1,2.0,1.0,2.0,,,1.0,3,2,,,,,1.0,1.0,1.0,2.0,,,2,1,1,1,2.0,1.0,,1,1,1,5,4,1.0,2,1.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,145738511,0.263544210014897,1,28.0,2,3,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2.0,1,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,2,2.0,2.0,,0,1,4,4,4,4.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,139502883,1.40947515521718,2,27.0,1,2,1.0,1.0,1,1,0.0,1.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,2,1,2,3,2.0,2.0,,0,0,2,4,4,4.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,196400039,0.441589324729716,2,79.0,2,4,2.0,1.0,1,1,0.0,1.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,1,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,1,1.0,2.0,,,2.0,,,,,,3,3,3,3,,3.0,,0,0,4,4,1,4.0,4,5.0,1,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,171405404,1.73155556763408,2,46.0,1,2,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,4,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,3,1,1,4.0,1.0,,0,0,2,4,4,4.0,2,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,117729818,0.512412312177345,2,52.0,2,1,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,8,,,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,3,2,2,3,2.0,3.0,,0,0,4,4,4,4.0,2,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,141779221,1.93716091061139,1,24.0,1,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,2,2,1,1.0,3,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,1.0,,1,1,4,4,4,4.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,124025627,1.05647829976555,1,33.0,1,2,1.0,1.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1.0,2,2,1,1.0,3,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,1,1,1.0,2.0,,1,1,2,4,4,4.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,115781606,0.522751501045695,2,36.0,2,5,1.0,2.0,1,1,0.0,2.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2.0,2,2,2,,1,3.0,3.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,1.0,2.0,,,2.0,3,2,,,,,2.0,,,,,,3,3,3,3,,1.0,,1,0,1,5,4,4.0,2,5.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,192308257,0.499172958396727,2,56.0,1,4,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,1,1.0,,2,2,2,,,,2,2,,2.0,2,2,2,,1,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,2.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,3,1.0,3.0,,0,0,4,4,4,4.0,3,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,172947443,0.814692676021976,1,60.0,1,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,2,2.0,2.0,,0,1,4,4,4,4.0,4,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,151196251,2.47305368612076,2,85.0,1,1,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,2,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,1,1,1,2,2.0,2.0,,0,1,4,2,4,4.0,4,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,144377626,1.74245840038944,2,22.0,2,3,2.0,2.0,1,1,1.0,2.0,2.0,1,2.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2,,,2,1,2,,,,2,2,2.0,2.0,2,2,2,,4,2.0,2.0,2.0,,,,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,2.0,,0,1,4,4,4,4.0,4,1.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,184001494,0.263544210014897,1,31.0,1,3,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,1,2,1,,2,1.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,3.0,,1,1,4,4,4,4.0,4,3.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,207582314,0.263544210014897,2,55.0,2,2,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,4,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,1,1,1.0,1.0,,0,1,4,4,4,2.0,2,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,153381694,0.642074846987185,1,33.0,1,5,1.0,2.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,2,2,2,,2,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,2.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,3,2.0,1.0,,1,0,4,4,4,4.0,3,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,130788137,0.355965823159017,2,60.0,1,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,3.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,114525740,2.79220256466735,1,16.0,1,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,2,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,0,1,4,4,4,4.0,2,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,158127692,0.761078655006205,2,55.0,1,5,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,2,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,3,2,3,4,,2.0,,0,1,4,4,4,4.0,2,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,185922046,0.732218829503915,1,22.0,2,3,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,2.0,,0,0,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,147694228,0.311534997464268,1,31.0,2,5,1.0,1.0,1,1,0.0,1.0,1.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,1,3.0,3.0,,0,0,4,4,4,4.0,2,2.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,112710325,0.319119065262408,2,20.0,2,5,2.0,2.0,1,1,0.0,2.0,2.0,1,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,3.0,3.0,2.0,,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,2.0,,0,0,4,4,4,4.0,2,1.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,161113896,0.645996710537123,1,30.0,1,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,2.0,,0,0,4,4,4,4.0,2,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,142678668,0.313432458262812,1,36.0,2,5,1.0,2.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2.0,2,2,2,,3,3.0,3.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,2.0,2.0,3,3,2,3,,3.0,,1,0,4,4,4,3.0,2,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,179674776,0.70658019513629,2,20.0,2,3,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,1,2.0,1.0,,2,2,,2.0,2,2,2,,6,3.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,2.0,,0,0,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,186738723,0.263544210014897,1,19.0,2,4,1.0,1.0,1,1,0.0,,,1,2.0,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,3,3,2.0,2.0,,0,0,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,167997763,0.771947005222555,1,50.0,2,4,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2.0,2,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,2,1.0,1.0,,1,1,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,132457284,2.54081320766592,1,15.0,1,3,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1.0,1,2,1,2.0,4,2.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,1,1,2.0,1.0,,1,1,2,4,4,2.0,4,2.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,171508772,1.51077752862099,1,56.0,1,1,2.0,1.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,7,,,2.0,,,,2.0,,,,1,2.0,2.0,,,2.0,2,,,,,,,1,2,1.0,2.0,,,2.0,,,,,,1,1,1,3,2.0,1.0,,0,0,4,1,4,4.0,3,5.0,1,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,175078934,1.01642876056883,1,38.0,1,2,2.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,3.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,1,2,2,1.0,2,2.0,1.0,1.0,1.0,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,1,1,2.0,2.0,,1,1,4,4,4,2.0,2,1.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,205681592,2.54081320766592,1,21.0,1,2,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,2,1.0,4.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,3,2,,,,,1.0,1.0,2.0,2.0,1.0,,5,2,2,1,2.0,1.0,,0,1,4,5,4,2.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,181099158,0.359653699184419,2,18.0,2,5,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,1,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,2,2,3,3,2.0,1.0,,0,0,4,4,4,2.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,203665243,1.26764417283269,1,33.0,1,1,2.0,2.0,1,1,0.0,1.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,4,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,1,2.0,1.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,136909998,1.42750288420645,1,35.0,1,2,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,2,2,2,2.0,3,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,2,1,4.0,2.0,,1,0,4,4,4,4.0,2,5.0,1,1,0,0.0,2021
